concept_id,concept_name,table
373769,Nuclear cataract,condition_occurrence
373772,Vitreoretinal dystrophy,condition_occurrence
373775,Psychophysical visual disturbance,condition_occurrence
373785,Disorder of lens,condition_occurrence
373858,Congenital anomaly of lens shape,condition_occurrence
373982,Benign neoplasm of conjunctiva,condition_occurrence
373995,Delirium,condition_occurrence
374009,Organic mental disorder,condition_occurrence
374013,Secondary parkinsonism,condition_occurrence
374021,Acute disseminated encephalomyelitis,condition_occurrence
374022,Hemiplegia,condition_occurrence
374023,Epilepsia partialis continua,condition_occurrence
374025,Retinal hemorrhage,condition_occurrence
374027,Lesion of ulnar nerve,condition_occurrence
374032,Critical illness polyneuropathy,condition_occurrence
374034,Visual disturbance,condition_occurrence
374035,Keratitis,condition_occurrence
374036,Chronic conjunctivitis,condition_occurrence
374037,Night blindness,condition_occurrence
374043,Hereditary corneal dystrophy,condition_occurrence
374044,Ptosis of eyelid,condition_occurrence
374050,Atrophic nonflaccid tympanic membrane,condition_occurrence
374053,Sudden hearing loss,condition_occurrence
374055,Basilar artery syndrome,condition_occurrence
374142,Congenital anomaly of nervous system,condition_occurrence
374168,Complex febrile seizure,condition_occurrence
374202,Penetrating wound of eye,condition_occurrence
374221,Injury of brachial plexus,condition_occurrence
374226,Burn of eye region,condition_occurrence
374267,Tuberculosis of central nervous system,condition_occurrence
374270,Tuberculosis of eye,condition_occurrence
374313,Neoplasm of uncertain behavior of soft tissues,condition_occurrence
374317,Alcohol-induced psychosis,condition_occurrence
374338,Nondiabetic proliferative retinopathy,condition_occurrence
374341,Huntington's chorea,condition_occurrence
374342,Headache associated with sexual activity,condition_occurrence
374347,Blepharoconjunctivitis,condition_occurrence
374349,Corneal deformity,condition_occurrence
374350,Granuloma of conjunctiva,condition_occurrence
374351,Conjunctival scar,condition_occurrence
374357,Acquired stenosis of nasolacrimal duct,condition_occurrence
374360,Disorder of optic nerve,condition_occurrence
374362,Keratoconus,condition_occurrence
374363,Posterior dislocation of lens,condition_occurrence
374366,Sensorineural hearing loss,condition_occurrence
374367,Bilateral hearing loss,condition_occurrence
374375,Impacted cerumen,condition_occurrence
374377,Paralytic syndrome,condition_occurrence
374384,Cerebral ischemia,condition_occurrence
374466,Thoracic spina bifida,condition_occurrence
374524,Full thickness burn of ear,condition_occurrence
374623,Alcohol amnestic disorder,condition_occurrence
374631,Motor neuron disease,condition_occurrence
374640,Serous retinal detachment,condition_occurrence
374642,Total traumatic cataract,condition_occurrence
374643,Superficial keratitis,condition_occurrence
374649,Strabismic amblyopia,condition_occurrence
374650,Cicatricial entropion,condition_occurrence
374655,Mastoiditis,condition_occurrence
374748,Perinatal anoxic-ischemic brain injury,condition_occurrence
374801,Foreign body in ear,condition_occurrence
374874,Primary malignant neoplasm of eye,condition_occurrence
374888,Dementia associated with another disease,condition_occurrence
374905,Non-organic sleep disorder,condition_occurrence
374907,Tics of organic origin,condition_occurrence
374914,Tetraplegia,condition_occurrence
374919,Multiple sclerosis,condition_occurrence
374922,Idiopathic stabbing headache,condition_occurrence
374923,Bell's palsy,condition_occurrence
374931,Marginal corneal ulcer,condition_occurrence
374936,Achromatopsia,condition_occurrence
374939,Macular keratitis,condition_occurrence
374940,Blepharophimosis syndrome,condition_occurrence
374946,Recurrent erosion of cornea,condition_occurrence
374948,Acute secretory otitis media,condition_occurrence
374950,Edema of eyelid,condition_occurrence
374952,Eversion of lacrimal punctum,condition_occurrence
374954,Optic neuritis,condition_occurrence
374956,Anterior dislocation of lens,condition_occurrence
374957,Acquired stenosis of external ear canal,condition_occurrence
374959,Contact blepharoconjunctivitis,condition_occurrence
375077,Neglect of one side of body,condition_occurrence
375221,Chronic motor tic disorder,condition_occurrence
375239,Degenerative brain disorder,condition_occurrence
375249,Traction detachment of retina,condition_occurrence
375252,Disorder of eye,condition_occurrence
375256,Anterior subcapsular polar senile cataract,condition_occurrence
375258,Photokeratitis,condition_occurrence
375263,Cycloplegia,condition_occurrence
375265,Superficial punctate keratitis,condition_occurrence
375266,"Serous conjunctivitis, except viral",condition_occurrence
375268,Mechanical lagophthalmos,condition_occurrence
375270,Alternating exotropia with V pattern,condition_occurrence
375272,Spastic entropion,condition_occurrence
375274,Monocular exotropia,condition_occurrence
375277,Non-infectious pinna disorders,condition_occurrence
375281,Acute suppurative otitis media without spontaneous rupture of ear drum,condition_occurrence
375283,Angular blepharoconjunctivitis,condition_occurrence
375285,Monocular esotropia,condition_occurrence
375290,Chronic tubotympanic suppurative otitis media,condition_occurrence
375291,Bullous myringitis,condition_occurrence
375292,Perforation of tympanic membrane,condition_occurrence
375393,Laceration of skin of eyelid AND periocular area,condition_occurrence
375404,Ocular laceration with prolapse AND/OR exposure of intraocular tissue,condition_occurrence
375415,Injury of head,condition_occurrence
375428,Traumatic optic nerve injury,condition_occurrence
375475,Meningoencephalitis due to acquired toxoplasmosis,condition_occurrence
375479,Kaposi's sarcoma of soft tissue,condition_occurrence
375490,Primary malignant neoplasm of cornea,condition_occurrence
375504,Psychoactive substance-induced organic mental disorder,condition_occurrence
375519,Alcohol withdrawal syndrome,condition_occurrence
375525,Athetoid cerebral palsy,condition_occurrence
375527,Headache disorder,condition_occurrence
375528,Spastic hemiplegia,condition_occurrence
375545,Cataract,condition_occurrence
375547,Anisometropia,condition_occurrence
375549,Double pterygium,condition_occurrence
375551,Blepharochalasis,condition_occurrence
375552,Pterygium,condition_occurrence
375671,Concussion with loss of consciousness,condition_occurrence
375738,Neurosyphilis,condition_occurrence
375794,Alcohol-induced sleep disorder,condition_occurrence
375800,Dystonia,condition_occurrence
375801,Demyelinating disease of central nervous system,condition_occurrence
375806,Idiopathic peripheral neuropathy,condition_occurrence
375807,Degenerative disorder of eye,condition_occurrence
375815,Bullous keratopathy,condition_occurrence
375817,Conjunctivochalasis,condition_occurrence
375819,Disorder of tympanic membrane,condition_occurrence
375820,Adhesive middle ear disease,condition_occurrence
375821,Paralytic lagophthalmos,condition_occurrence
375822,Neonatal obstruction of nasolacrimal duct,condition_occurrence
375823,Hypoplasia of the optic nerve,condition_occurrence
375824,Abnormal auditory perception,condition_occurrence
375827,Acute non-suppurative otitis media - serous,condition_occurrence
375828,Patulous eustachian tube,condition_occurrence
375921,Congenital anomaly of inner ear,condition_occurrence
376026,Encephalitis due to Herpesviridae,condition_occurrence
376063,Benign neoplasm of cerebral meninges,condition_occurrence
376065,Neurological disorder with type 2 diabetes mellitus,condition_occurrence
376104,Posttraumatic headache,condition_occurrence
376105,West syndrome,condition_occurrence
376106,Disorder of the central nervous system,condition_occurrence
376107,Hypotony of eye,condition_occurrence
376112,Diabetic polyneuropathy,condition_occurrence
376114,Severe nonproliferative diabetic retinopathy,condition_occurrence
376115,Cystoid macular retinal degeneration,condition_occurrence
376116,Central scotoma,condition_occurrence
376119,Perforated corneal ulcer,condition_occurrence
376121,Recurrent pterygium,condition_occurrence
376123,Subluxation of lens,condition_occurrence
376124,Pinguecula,condition_occurrence
376125,Disorder of eyelid,condition_occurrence
376132,Ectropion,condition_occurrence
376208,Disorder of soft tissue,condition_occurrence
376210,Cervical spina bifida with hydrocephalus,condition_occurrence
376225,Congenital corneal opacity,condition_occurrence
376229,Abnormal involuntary movement,condition_occurrence
376337,Disorder of nervous system,condition_occurrence
376382,Tension-type headache,condition_occurrence
376387,Spasmodic torticollis,condition_occurrence
376394,Menstrual migraine,condition_occurrence
376395,Mononeuritis multiplex,condition_occurrence
376400,Combined form of senile cataract,condition_occurrence
376401,Traumatic cataract,condition_occurrence
376402,"Low vision, one eye",condition_occurrence
376405,Binocular vision disorder,condition_occurrence
376408,Descemetocele,condition_occurrence
376412,Acute follicular conjunctivitis,condition_occurrence
376415,Hypermetropia,condition_occurrence
376419,Hematoma of pinna,condition_occurrence
376422,Mucopurulent conjunctivitis,condition_occurrence
376423,Spastic ectropion,condition_occurrence
376425,Chronic non-suppurative otitis media,condition_occurrence
376512,Microphthalmos,condition_occurrence
376578,Otitic barotrauma,condition_occurrence
376647,Primary malignant neoplasm of soft tissues,condition_occurrence
376686,Polyneuropathy associated with another disorder,condition_occurrence
376690,Cerebral edema,condition_occurrence
376698,Internuclear ophthalmoplegia,condition_occurrence
376699,Cicatricial ectropion,condition_occurrence
376707,Acute conjunctivitis,condition_occurrence
376712,Purulent otitis media,condition_occurrence
376793,Congenital anomaly of ear with impairment of hearing,condition_occurrence
376938,Neurofibromatosis syndrome,condition_occurrence
376965,Hypertensive retinopathy,condition_occurrence
376966,Exudative age-related macular degeneration,condition_occurrence
376970,Schilder's disease,condition_occurrence
376971,Retinal defect,condition_occurrence
376973,Cataract secondary to ocular disease,condition_occurrence
376977,Heteronymous bilateral visual field defects,condition_occurrence
376979,Cataract due to diabetes mellitus,condition_occurrence
376981,Amblyopia,condition_occurrence
376984,Conjunctival cyst,condition_occurrence
376989,Duane's syndrome,condition_occurrence
377091,Seizure,condition_occurrence
377101,Simple febrile seizure,condition_occurrence
377252,Neurofibromatosis type 1,condition_occurrence
377263,Myoneural disorder,condition_occurrence
377270,Hereditary retinal dystrophy,condition_occurrence
377271,Neuralgic amyotrophy,condition_occurrence
377272,Secondary vitreoretinal degeneration,condition_occurrence
377280,Disorder of cornea,condition_occurrence
377283,Conjunctival hyperemia,condition_occurrence
377286,Visual field defect,condition_occurrence
377287,Phlyctenular keratoconjunctivitis,condition_occurrence
377288,Corneal deposit,condition_occurrence
377290,Legal blindness USA,condition_occurrence
377291,"Peripheral pterygium, progressive",condition_occurrence
377294,Exotropia,condition_occurrence
377297,Intermittent alternating exotropia,condition_occurrence
377298,Chronic otitis externa,condition_occurrence
377368,Anencephalus,condition_occurrence
377535,Sleep walking disorder,condition_occurrence
377539,Syringomyelia and syringobulbia,condition_occurrence
377545,Episodic tension-type headache,condition_occurrence
377546,Chronic post-traumatic headache,condition_occurrence
377550,Compression of brain,condition_occurrence
377552,Moderate nonproliferative diabetic retinopathy,condition_occurrence
377555,Solar retinopathy,condition_occurrence
377556,Sudden visual loss,condition_occurrence
377558,Irregular astigmatism,condition_occurrence
377559,Vernal conjunctivitis,condition_occurrence
377560,Internal hordeolum,condition_occurrence
377561,Alternating exotropia,condition_occurrence
377563,Ring corneal ulcer,condition_occurrence
377564,Pseudopterygium,condition_occurrence
377566,Palsy of conjugate gaze,condition_occurrence
377570,Toxic optic neuropathy,condition_occurrence
377572,Noise effects on inner ear,condition_occurrence
377573,Central perforation of tympanic membrane,condition_occurrence
377574,Presbycusis,condition_occurrence
377575,Tinnitus,condition_occurrence
377604,Hepatic coma,condition_occurrence
377659,Spina bifida of lumbar region,condition_occurrence
377788,General paresis - neurosyphilis,condition_occurrence
377802,Late effects of poliomyelitis,condition_occurrence
377811,Primary malignant neoplasm of retina,condition_occurrence
377821,Neurological disorder with type 1 diabetes mellitus,condition_occurrence
377822,Vitamin A deficiency with Bitot's spot AND conjunctival xerosis,condition_occurrence
377830,Alcohol withdrawal delirium,condition_occurrence
377844,Status migrainosus,condition_occurrence
377845,Anoxic encephalopathy,condition_occurrence
377848,Toxic maculopathy,condition_occurrence
377853,Chronic tension-type headache,condition_occurrence
377862,Ocular fistula causing hypotony of eye,condition_occurrence
377868,Corneal pannus,condition_occurrence
377874,Corneal deposit associated with metabolic disorder,condition_occurrence
377877,Esotropia,condition_occurrence
377883,Intermittent alternating esotropia,condition_occurrence
377884,Eustachian tube salpingitis,condition_occurrence
377886,Chronic purulent otitis media,condition_occurrence
377888,Conductive hearing loss,condition_occurrence
377889,Hearing loss,condition_occurrence
377910,Deviated nasal septum,condition_occurrence
378001,Concussion with no loss of consciousness,condition_occurrence
378048,Burn of ear,condition_occurrence
378081,Overlapping malignant neoplasm of soft tissues,condition_occurrence
378135,Facial nerve disorder,condition_occurrence
378142,Retinal ischemia,condition_occurrence
378144,Disorder of basal ganglia,condition_occurrence
378145,Chronic cluster headache,condition_occurrence
378157,Mechanical strabismus,condition_occurrence
378160,Otorrhea,condition_occurrence
378161,Disorder of ear,condition_occurrence
378163,Hyperacusis,condition_occurrence
378165,Nystagmus,condition_occurrence
378253,Headache,condition_occurrence
378256,Abnormal reflex,condition_occurrence
378265,Open fracture of mandible,condition_occurrence
378352,Conjunctivitis due to adenovirus,condition_occurrence
378414,Retinal detachment,condition_occurrence
378416,Retinal disorder,condition_occurrence
378419,Alzheimer's disease,condition_occurrence
378420,Paraneoplastic neuropathy,condition_occurrence
378421,Alcoholic polyneuropathy,condition_occurrence
378423,Retinoschisis and retinal cysts,condition_occurrence
378424,Astigmatism,condition_occurrence
378425,Blepharitis,condition_occurrence
378427,Tear film insufficiency,condition_occurrence
378429,Rosacea conjunctivitis,condition_occurrence
378434,Cholesteatoma of external ear,condition_occurrence
378439,Fourth nerve palsy,condition_occurrence
378523,Residual foreign body in soft tissue,condition_occurrence
378533,Hydromyelia,condition_occurrence
378547,Congenital anomaly of retina,condition_occurrence
378679,Acute poliomyelitis,condition_occurrence
378696,Primary malignant neoplasm of choroid,condition_occurrence
378726,Dementia associated with alcoholism,condition_occurrence
378735,Migraine without aura,condition_occurrence
378741,Brachial plexus disorder,condition_occurrence
378743,Mild nonproliferative diabetic retinopathy,condition_occurrence
378756,Conjunctival hemorrhage,condition_occurrence
378764,Vertical heterophoria,condition_occurrence
378765,Tympanosclerosis,condition_occurrence
378774,Moyamoya disease,condition_occurrence
378839,Spina bifida with hydrocephalus,condition_occurrence
378840,Thoracic spina bifida with hydrocephalus,condition_occurrence
378849,Microtia,condition_occurrence
379008,Stiff-man syndrome,condition_occurrence
379010,Epiretinal membrane,condition_occurrence
379012,Monoplegia of upper limb,condition_occurrence
379019,Conjunctivitis,condition_occurrence
379020,Entropion,condition_occurrence
379027,Progressive external ophthalmoplegia,condition_occurrence
379031,Pain in eye,condition_occurrence
379157,Open fracture of orbital floor,condition_occurrence
379756,Primary malignant neoplasm of mandible,condition_occurrence
379769,Benign neoplasm of brain,condition_occurrence
379782,Gilles de la Tourette's syndrome,condition_occurrence
379801,Trigeminal neuralgia,condition_occurrence
379802,Neuroleptic malignant syndrome,condition_occurrence
379805,Myopia,condition_occurrence
379812,Exposure keratoconjunctivitis,condition_occurrence
379813,Mechanical ectropion,condition_occurrence
379814,Dislocation of lacrimal gland,condition_occurrence
379816,Simple chronic conjunctivitis,condition_occurrence
379817,Calcareous degeneration of cornea,condition_occurrence
379818,Retrobulbar neuritis,condition_occurrence
379822,Cyst of eyelid,condition_occurrence
379832,Mixed conductive AND sensorineural hearing loss,condition_occurrence
380038,Viral conjunctivitis,condition_occurrence
380055,Primary malignant neoplasm of brain,condition_occurrence
380093,Episodic cluster headache,condition_occurrence
380094,Carpal tunnel syndrome,condition_occurrence
380096,Proliferative retinopathy with diabetes mellitus,condition_occurrence
380097,Macular edema due to diabetes mellitus,condition_occurrence
380102,Corneal edema,condition_occurrence
380109,Exophoria,condition_occurrence
380111,Acute atopic conjunctivitis,condition_occurrence
380117,Conjunctival edema,condition_occurrence
380118,Vascular anomaly of eyelid,condition_occurrence
380265,Injury to oculomotor nerve,condition_occurrence
380375,Organic personality disorder,condition_occurrence
380378,Epilepsy,condition_occurrence
380393,Monoplegia of upper limb affecting non-dominant side,condition_occurrence
380394,Idiopathic progressive polyneuropathy,condition_occurrence
380395,Retinal dystrophy,condition_occurrence
380397,Keratoconjunctivitis,condition_occurrence
380402,Central corneal ulcer,condition_occurrence
380403,External hordeolum,condition_occurrence
380405,Lateral displacement of eye,condition_occurrence
380410,Nutritional optic neuropathy,condition_occurrence
380413,Tympanic membrane - total perforation,condition_occurrence
380421,Marginal perforation of tympanic membrane,condition_occurrence
380428,Nonobliterative otosclerosis involving oval window,condition_occurrence
380510,Congenital anomaly of eyelid,condition_occurrence
380513,Congenital cataract,condition_occurrence
380533,Convulsions in the newborn,condition_occurrence
380534,Tetany,condition_occurrence
380632,Meningococcal encephalitis,condition_occurrence
380640,Trachoma,condition_occurrence
380701,Diffuse Lewy body disease,condition_occurrence
380702,Cerebral cyst,condition_occurrence
380706,Regular astigmatism,condition_occurrence
380714,Minor opacity of cornea,condition_occurrence
380720,Secondary corneal edema,condition_occurrence
380722,Localized traumatic opacity,condition_occurrence
380725,Corneal ectasia,condition_occurrence
380728,Filamentary keratitis,condition_occurrence
380731,Otitis externa,condition_occurrence
380733,Otalgia,condition_occurrence
380747,Cerebral arteritis,condition_occurrence
380818,Acquired deformity of head,condition_occurrence
380839,Tuberous sclerosis syndrome,condition_occurrence
380844,Prolonged loss of consciousness,condition_occurrence
380859,"Fracture of mandible, closed",condition_occurrence
380975,Neurofibromatosis type 2,condition_occurrence
380995,Neuromyelitis optica,condition_occurrence
381001,Subjective visual disturbance,condition_occurrence
381003,Primary lateral sclerosis,condition_occurrence
381009,Chronic inflammatory demyelinating polyradiculoneuropathy,condition_occurrence
381014,Conjunctival pigmentation,condition_occurrence
381017,Refractive amblyopia,condition_occurrence
381020,Conjunctival concretion,condition_occurrence
381021,Lagophthalmos,condition_occurrence
381024,Lacrimal gland cyst,condition_occurrence
381027,Accommodative esotropia,condition_occurrence
381028,Acute suppurative otitis media with spontaneous rupture of ear drum,condition_occurrence
381031,Alternating esotropia,condition_occurrence
381033,Aphakia,condition_occurrence
381035,Vertigo of central origin,condition_occurrence
381036,Multiple AND bilateral precerebral artery stenosis,condition_occurrence
381040,Acute myringitis,condition_occurrence
381114,Microcephalus,condition_occurrence
381135,Brief loss of consciousness,condition_occurrence
381252,Benign neoplasm of eye,condition_occurrence
381270,Parkinson's disease,condition_occurrence
381278,Cluster headache,condition_occurrence
381281,Degenerative progressive high myopia,condition_occurrence
381282,Retinoschisis,condition_occurrence
381290,Ocular hypertension,condition_occurrence
381291,Neurotrophic keratoconjunctivitis,condition_occurrence
381292,Chronic allergic conjunctivitis,condition_occurrence
381295,Senile cataract,condition_occurrence
381296,Nodular degeneration of cornea,condition_occurrence
381297,Xanthoma of eyelid,condition_occurrence
381301,Chronic serous otitis media,condition_occurrence
381302,Obstruction of Eustachian tube,condition_occurrence
381306,Deaf mutism,condition_occurrence
381308,Abscess of eyelid,condition_occurrence
381444,Contusion of eye,condition_occurrence
381445,Avulsion of eye,condition_occurrence
381504,Post-herpetic trigeminal neuralgia,condition_occurrence
381537,Organic anxiety disorder,condition_occurrence
381548,Monoplegia,condition_occurrence
381549,Migraine with aura,condition_occurrence
381551,Polyneuropathy due to drug,condition_occurrence
381568,Pseudomembranous conjunctivitis,condition_occurrence
381569,Myogenic ptosis,condition_occurrence
381570,Mechanical ptosis,condition_occurrence
381572,Abducens nerve palsy,condition_occurrence
381573,Acute mastoiditis without complications,condition_occurrence
381574,Exostosis of external ear canal,condition_occurrence
381575,Disorder of external ear,condition_occurrence
381581,Chalazion,condition_occurrence
381583,Acquired deformity of pinna,condition_occurrence
381591,Cerebrovascular disease,condition_occurrence
381592,Chronic mucoid otitis media,condition_occurrence
381677,Spina bifida occulta,condition_occurrence
381686,Persistent vegetative state,condition_occurrence
381783,Viral infection of central nervous system,condition_occurrence
381839,Tic disorder,condition_occurrence
381847,Blind spot scotoma,condition_occurrence
381854,Disorder of conjunctiva,condition_occurrence
381858,Dacryoadenitis,condition_occurrence
381859,Infective otitis externa,condition_occurrence
381860,Vascular abnormality of conjunctiva,condition_occurrence
381862,Paralytic strabismus,condition_occurrence
381863,Multiple perforations of tympanic membrane,condition_occurrence
381865,Sensorimotor disorder of eyelid,condition_occurrence
381867,Chronic enlargement of lacrimal gland,condition_occurrence
381870,Phoria,condition_occurrence
381952,Injury to brachial plexus as birth trauma,condition_occurrence
381966,Moderate loss of consciousness,condition_occurrence
382014,Injury of facial nerve,condition_occurrence
382034,Injury of sciatic nerve,condition_occurrence
432236,Tuberculosis of peripheral lymph nodes,condition_occurrence
432250,Disorder due to infection,condition_occurrence
432251,Disease caused by parasite,condition_occurrence
432257,Primary malignant neoplasm of transverse colon,condition_occurrence
432260,Primary malignant neoplasm of upper third of esophagus,condition_occurrence
432262,Primary malignant neoplasm of trachea,condition_occurrence
432263,Primary malignant neoplasm of lower inner quadrant of female breast,condition_occurrence
432271,Carcinoid tumor of ileum,condition_occurrence
432282,Sideroblastic anemia,condition_occurrence
432283,Leukemoid reaction,condition_occurrence
432287,Hyperimmunoglobulin M syndrome,condition_occurrence
432289,Drug-induced neutropenia,condition_occurrence
432296,Coagulation factor deficiency syndrome,condition_occurrence
432297,Cyclical neutropenia,condition_occurrence
432301,Opioid dependence in remission,condition_occurrence
432302,Cocaine dependence in remission,condition_occurrence
432303,Cocaine abuse,condition_occurrence
432307,Disorder of vagus nerve,condition_occurrence
432312,Chronic angle-closure glaucoma,condition_occurrence
432319,Adhesions and disruptions of iris and ciliary body,condition_occurrence
432345,Hypertrophy of tongue papillae,condition_occurrence
432346,Dissection of vertebral artery,condition_occurrence
432347,Chronic disease of tonsils AND/OR adenoids,condition_occurrence
432373,Continuing pregnancy after intrauterine death of one or more fetuses,condition_occurrence
432375,Triplet pregnancy,condition_occurrence
432396,"Cracked nipple in pregnancy, the puerperium or lactation with postnatal complication",condition_occurrence
432419,Encephalocele,condition_occurrence
432430,"Gestation period, 27 weeks",condition_occurrence
432431,Discordant ventriculoarterial connection,condition_occurrence
432432,Total anomalous pulmonary venous return,condition_occurrence
432436,Symbolic dysfunction,condition_occurrence
432441,Finding of length of gestation,condition_occurrence
432451,Abnormal results function studies of central nervous system,condition_occurrence
432452,Anemia of prematurity,condition_occurrence
432461,Closed fracture of shaft of clavicle,condition_occurrence
432463,Closed fracture of acromial end of clavicle,condition_occurrence
432488,Burn of back of hand,condition_occurrence
432493,Burn erythema of chest wall,condition_occurrence
432499,Mechanical complication due to coronary bypass graft,condition_occurrence
432508,"Mechanical complication of nervous system device, implant AND/OR graft",condition_occurrence
432522,Transfusion reaction due to serum protein reaction,condition_occurrence
432541,Primary tuberculosis,condition_occurrence
432545,Bacterial infectious disease,condition_occurrence
432551,Parvovirus infection,condition_occurrence
432554,Human immunodeficiency virus II infection,condition_occurrence
432558,Overlapping malignant neoplasm of nasopharynx,condition_occurrence
432559,Primary malignant neoplasm of occipital lobe,condition_occurrence
432580,Ariboflavinosis,condition_occurrence
432582,Neoplastic disease of uncertain behavior,condition_occurrence
432585,Blood coagulation disorder,condition_occurrence
432586,Mental disorder,condition_occurrence
432587,Polyclonal hypergammaglobulinemia,condition_occurrence
432588,Megaloblastic anemia due to vitamin B>12< deficiency,condition_occurrence
432589,Neutropenia associated with infectious disease,condition_occurrence
432590,Delusional disorder,condition_occurrence
432593,Kwashiorkor,condition_occurrence
432594,Osteomalacia,condition_occurrence
432595,Amyloidosis,condition_occurrence
432612,Mild intellectual disability,condition_occurrence
432619,Angioid streaks of choroid,condition_occurrence
432620,Disorder of choroid of eye,condition_occurrence
432621,Purulent endophthalmitis,condition_occurrence
432632,Noninfectious secondary iridocyclitis,condition_occurrence
432637,Scleritis with corneal involvement,condition_occurrence
432640,Hypopyon ulcer,condition_occurrence
432656,Embolism and thrombosis of the thoracic aorta,condition_occurrence
432660,Dentofacial anomaly,condition_occurrence
432668,Central giant cell reparative granuloma of jaw,condition_occurrence
432695,Post-term pregnancy,condition_occurrence
432719,Panniculitis,condition_occurrence
432725,Congenital anomaly of integument,condition_occurrence
432738,Chronic fatigue syndrome,condition_occurrence
432749,Open fracture of medial malleolus,condition_occurrence
432768,Corneal foreign body,condition_occurrence
432791,Angioedema,condition_occurrence
432795,Traumatic AND/OR non-traumatic injury,condition_occurrence
432798,"Mechanical complication of internal orthopedic device, implant AND/OR graft",condition_occurrence
432810,Injury of unknown intent by burns or fire,condition_occurrence
432821,Leprosy,condition_occurrence
432830,Zygomycosis,condition_occurrence
432833,Primary malignant neoplasm of oropharynx,condition_occurrence
432837,Primary malignant neoplasm of cecum,condition_occurrence
432838,Primary malignant neoplasm of cardia of stomach,condition_occurrence
432843,Primary malignant neoplasm of tail of pancreas,condition_occurrence
432844,Primary malignant neoplasm of anterior mediastinum,condition_occurrence
432845,Primary malignant neoplasm of central portion of female breast,condition_occurrence
432848,Primary malignant neoplasm of cerebral ventricle,condition_occurrence
432851,Secondary malignant neoplastic disease,condition_occurrence
432860,Benign tumor of nasopharynx,condition_occurrence
432863,Acquired coagulation factor deficiency,condition_occurrence
432867,Hyperlipidemia,condition_occurrence
432868,Hemoglobinopathy,condition_occurrence
432869,Hemorrhagic disorder due to circulating anticoagulants,condition_occurrence
432870,Thrombocytopenic disorder,condition_occurrence
432872,Classical phenylketonuria,condition_occurrence
432873,Hereditary fructosuria,condition_occurrence
432879,Pneumococcal meningitis,condition_occurrence
432881,Pancytopenia,condition_occurrence
432882,Methemoglobinemia,condition_occurrence
432890,Microaneurysm of retinal artery,condition_occurrence
432893,Myasthenic syndrome due to another disorder,condition_occurrence
432895,Cortical senile cataract,condition_occurrence
432898,Severe intellectual disability,condition_occurrence
432899,Normal pressure hydrocephalus,condition_occurrence
432904,Hyphema,condition_occurrence
432910,Disorder of lacrimal system,condition_occurrence
432923,Subarachnoid hemorrhage,condition_occurrence
432933,Aneurysm of artery of lower extremity,condition_occurrence
432941,Disorder of tongue,condition_occurrence
432961,Acute renal papillary necrosis with renal failure,condition_occurrence
432962,Leukoplakia of cervix,condition_occurrence
432966,Hypertrophy of vulva,condition_occurrence
432969,Multiple pregnancy,condition_occurrence
432975,Trauma to perineum and/or vulva during delivery,condition_occurrence
433000,Patellar tendonitis,condition_occurrence
433027,Fetal or neonatal effect of maternal hypertensive disease,condition_occurrence
433029,Perinatal jaundice from excessive hemolysis,condition_occurrence
433031,Hallucinations,condition_occurrence
433038,Closed fracture of ramus of mandible,condition_occurrence
433039,Closed fracture of alveolar border of body of mandible,condition_occurrence
433046,Open fracture of surgical neck of humerus,condition_occurrence
433047,Open fracture of proximal end of ulna,condition_occurrence
433073,Epidermal burn of back of hand,condition_occurrence
433076,Crushing injury of thigh,condition_occurrence
433080,Poisoning by cardiac rhythm regulator,condition_occurrence
433083,Poisoning by opiate AND/OR related narcotic,condition_occurrence
433097,Toxic effect of noxious substance eaten as food,condition_occurrence
433099,"Victim, cyclist in vehicular AND/OR traffic accident",condition_occurrence
433128,Complication,condition_occurrence
433131,Mumps without complication,condition_occurrence
433134,Histoplasmosis,condition_occurrence
433135,Infection by Taenia,condition_occurrence
433143,Primary malignant neoplasm of appendix,condition_occurrence
433146,Blastomycosis,condition_occurrence
433149,Primary malignant neoplasm of cerebellum,condition_occurrence
433163,Deficiency of macronutrients,condition_occurrence
433171,Selective immunoglobulin A deficiency,condition_occurrence
433173,Congenital hypogammaglobulinemia,condition_occurrence
433180,Hallucinogen dependence,condition_occurrence
433195,Transient arterial retinal occlusion,condition_occurrence
433196,Chorioretinal scar,condition_occurrence
433207,Nodular episcleritis,condition_occurrence
433208,Disorder of pulmonary circulation,condition_occurrence
433222,"Thoracoabdominal aortic aneurysm, ruptured",condition_occurrence
433225,Ventricular flutter,condition_occurrence
433243,Anomaly of tooth position,condition_occurrence
433257,Mesangiocapillary glomerulonephritis,condition_occurrence
433270,Cord entanglement without compression,condition_occurrence
433288,Derangement of anterior horn of lateral meniscus,condition_occurrence
433316,Dizziness and giddiness,condition_occurrence
433329,Closed fracture of second cervical vertebra,condition_occurrence
433332,Open fracture of shaft of clavicle,condition_occurrence
433333,Open fracture of shaft of ulna,condition_occurrence
433340,Open fracture of medial condyle of humerus,condition_occurrence
433363,Foreign body in trachea,condition_occurrence
433370,Poisoning by antilipemic AND/OR antiarteriosclerotic drug,condition_occurrence
433403,Viral meningitis,condition_occurrence
433405,Proteus infection,condition_occurrence
433407,Leishmaniasis,condition_occurrence
433410,Primary syphilis,condition_occurrence
433413,Disease due to Adenovirus,condition_occurrence
433415,Candidal endocarditis,condition_occurrence
433417,Gonorrhea,condition_occurrence
433423,Primary malignant neoplasm of pancreatic duct,condition_occurrence
